id,date,Rainfall,WaterLevel
222,2011-08-11 06:00:00,1547.8,0.8943870711170849
223,2011-12-11 07:00:00,312.4,0.8932956575666731
224,2012-01-11 08:00:00,44.0,0.8922042443224121
225,2012-04-11 09:00:00,218.5,0.8911128307719999
226,2012-08-11 10:00:00,2561.2,0.890021417527739
227,2012-12-11 11:00:00,431.8,0.8889300039773268
228,2013-01-11 12:00:00,14.9,0.8878385907330659
229,2013-04-11 13:00:00,364.5,0.8878385907330659
230,2013-08-11 14:00:00,2164.8,0.8878385907330659
231,2013-12-11 15:00:00,502.1,0.8878385907330659
